customer_id,product_id,sales_transaction_date,sales_amount,channel,dealership_id
1,7,2017-07-19 08:38:41,479.992,internet,
4,12,2019-02-23 15:50:29,314.99100000000004,dealership,11
5,3,2014-04-17 11:55:18,499.99,internet,
6,3,2013-07-29 22:31:37,499.99,internet,
7,1,2011-08-08 08:55:56,399.99,internet,
7,6,2016-09-04 12:43:12,65500,internet,
7,7,2019-04-25 04:00:30,599.99,internet,
11,1,2011-11-15 03:47:26,319.992,internet,
12,9,2018-05-11 17:56:35,35000,internet,
12,8,2018-08-09 22:59:03,699.99,dealership,17
12,7,2017-11-17 18:19:28,539.991,internet,
13,7,2017-03-19 05:12:45,599.99,internet,
15,5,2014-07-19 06:33:44,559.9920000000001,internet,
19,5,2014-06-26 15:26:57,699.99,internet,
21,3,2014-11-21 15:58:08,499.99,internet,
22,7,2017-08-14 09:59:02,599.99,dealership,20
23,3,2016-01-19 15:44:16,499.99,internet,
24,12,2019-04-20 06:58:36,349.99,dealership,14
28,7,2018-08-24 14:05:15,599.99,internet,
29,8,2017-07-10 10:45:32,629.991,dealership,16
29,3,2016-11-17 17:45:24,499.99,internet,
30,2,2011-01-19 10:57:07,799.99,internet,
31,3,2016-08-23 23:16:03,499.99,dealership,7
32,7,2019-02-18 15:17:44,599.99,dealership,4
32,8,2019-03-29 10:13:23,559.9920000000001,dealership,4
34,3,2014-11-02 16:44:14,499.99,internet,
38,8,2018-06-30 07:41:02,699.99,dealership,11
38,3,2018-11-20 18:25:40,499.99,internet,
39,7,2018-11-01 11:45:34,479.992,internet,
39,3,2018-09-14 02:33:09,499.99,internet,
41,3,2013-07-07 04:27:06,499.99,internet,
43,3,2018-08-14 17:05:18,499.99,dealership,10
44,3,2018-07-20 22:18:55,499.99,dealership,3
45,3,2017-08-08 08:56:05,499.99,dealership,3
46,7,2017-09-26 23:57:34,539.991,dealership,3
46,3,2017-10-07 04:18:03,499.99,dealership,3
49,3,2016-08-08 07:51:45,499.99,internet,
49,7,2017-03-16 04:41:25,599.99,internet,
50,3,2013-05-05 23:25:36,399.992,internet,
51,3,2014-09-11 19:29:40,499.99,internet,
54,3,2013-05-01 19:01:51,399.992,internet,
58,3,2015-04-02 21:34:48,499.99,internet,
59,1,2010-09-25 20:49:33,399.99,internet,
60,8,2019-01-02 20:38:08,699.99,dealership,7
61,8,2018-08-27 05:27:50,629.991,internet,
63,8,2018-07-03 13:15:35,699.99,internet,
63,3,2016-03-20 15:25:40,449.99100000000004,dealership,4
64,3,2014-07-30 23:14:16,499.99,internet,
64,3,2018-07-20 07:01:40,499.99,dealership,16
66,7,2019-04-05 11:10:22,539.991,dealership,14
66,8,2018-04-07 21:26:27,559.9920000000001,internet,
67,3,2016-02-03 07:17:55,499.99,internet,
68,3,2013-08-23 17:15:26,499.99,internet,
69,1,2012-05-25 17:14:55,399.99,internet,
71,3,2016-04-07 21:39:18,499.99,dealership,11
71,3,2016-09-13 06:27:25,449.99100000000004,dealership,11
73,3,2017-01-27 13:19:29,499.99,dealership,4
74,3,2013-11-13 16:29:44,499.99,internet,
75,3,2015-08-07 08:05:48,499.99,internet,
78,3,2013-09-14 19:52:15,499.99,internet,
79,3,2018-06-22 07:07:11,399.992,internet,
79,3,2015-03-29 10:35:40,499.99,internet,
79,5,2015-01-15 11:29:16,699.99,dealership,11
82,1,2010-08-13 09:07:17,319.992,internet,
83,6,2016-10-06 05:53:16,65500,dealership,19
85,3,2016-04-16 20:45:38,399.992,internet,
85,4,2016-05-26 14:25:01,92000,dealership,8
87,7,2016-10-28 11:51:05,539.991,dealership,1
88,3,2013-11-11 16:04:12,449.99100000000004,internet,
89,7,2018-07-20 21:54:10,599.99,dealership,20
89,3,2017-08-22 13:21:33,499.99,internet,
90,8,2017-09-14 17:28:18,699.99,internet,
90,3,2017-07-17 20:26:23,499.99,dealership,16
91,10,2018-12-02 13:33:23,68600,dealership,15
92,3,2014-10-13 10:42:04,399.992,dealership,10
93,3,2015-11-27 03:52:17,499.99,internet,
95,3,2015-04-02 23:54:39,499.99,internet,
95,3,2013-05-03 08:24:32,499.99,internet,
96,7,2018-02-23 02:30:02,599.99,dealership,7
96,3,2018-08-16 00:05:50,499.99,internet,
96,7,2018-04-28 03:08:10,599.99,internet,
97,4,2015-06-25 11:49:22,115000,internet,
98,3,2016-02-16 18:18:04,499.99,internet,
98,3,2016-04-10 13:26:46,399.992,internet,
99,5,2014-08-02 23:31:44,629.991,internet,
99,7,2018-07-15 08:29:12,599.99,dealership,20
100,3,2014-06-20 13:13:39,499.99,internet,
102,3,2017-01-03 09:07:20,399.992,internet,
102,7,2018-07-01 08:13:50,599.99,internet,
105,3,2015-07-23 02:14:44,499.99,dealership,19
106,3,2015-06-30 02:25:39,499.99,dealership,10
107,3,2016-10-27 00:52:24,499.99,internet,
108,3,2014-09-29 20:57:21,499.99,dealership,15
108,3,2014-08-28 04:24:28,499.99,dealership,15
108,3,2016-04-11 04:08:23,499.99,dealership,15
109,3,2015-10-23 10:12:51,399.992,dealership,2
109,3,2015-11-29 08:13:52,499.99,dealership,2
110,7,2018-06-23 13:57:04,599.99,dealership,10
110,7,2018-05-20 19:34:51,599.99,dealership,10
110,7,2018-08-08 09:46:32,599.99,dealership,10
113,12,2019-03-27 17:50:23,349.99,internet,
114,8,2019-03-11 17:55:20,629.991,dealership,19
114,3,2015-08-23 11:17:12,499.99,internet,
114,3,2017-01-03 14:57:25,499.99,internet,
115,5,2015-01-19 06:03:54,699.99,internet,
115,5,2014-11-09 13:37:47,559.9920000000001,internet,
117,8,2018-05-17 01:26:11,629.991,internet,
118,3,2017-03-04 07:38:22,499.99,dealership,18
125,9,2019-04-25 07:31:55,35000,internet,
126,8,2018-03-30 00:36:52,699.99,dealership,18
129,3,2016-10-01 08:00:54,499.99,internet,
129,7,2016-11-28 13:37:50,599.99,dealership,19
130,3,2016-07-15 07:04:08,499.99,dealership,6
130,3,2015-03-05 10:33:28,449.99100000000004,internet,
130,3,2017-07-11 14:58:52,499.99,dealership,6
131,3,2016-10-23 06:46:19,499.99,internet,
135,1,2010-09-10 17:21:25,399.99,internet,
137,9,2018-08-20 14:18:10,35000,internet,
139,3,2015-11-15 21:52:51,499.99,internet,
141,3,2014-11-30 18:38:58,399.992,internet,
141,5,2014-10-24 05:24:29,559.9920000000001,internet,
145,3,2018-03-22 20:03:24,499.99,internet,
145,7,2019-01-20 10:40:11,479.992,internet,
146,3,2017-04-14 05:55:54,499.99,dealership,20
148,3,2013-05-22 23:59:37,449.99100000000004,internet,
148,3,2013-09-09 16:18:34,499.99,internet,
149,4,2016-09-30 13:13:46,103500,dealership,5
149,3,2013-12-14 02:07:28,499.99,internet,
150,8,2017-11-04 18:36:38,559.9920000000001,internet,
150,7,2017-12-19 02:45:45,599.99,internet,
150,8,2019-04-20 13:57:24,699.99,dealership,2
150,3,2018-08-24 10:02:37,399.992,internet,
150,4,2017-08-12 00:54:11,115000,dealership,2
152,7,2018-07-23 09:46:39,539.991,dealership,10
152,3,2018-06-11 19:21:24,449.99100000000004,dealership,10
153,3,2014-03-21 18:33:02,449.99100000000004,internet,
157,8,2017-08-20 20:24:02,699.99,internet,
164,7,2018-09-29 12:35:52,479.992,dealership,13
164,7,2017-01-06 00:24:36,599.99,internet,
165,3,2014-04-18 14:43:49,499.99,internet,
166,7,2018-08-19 12:24:39,479.992,internet,
166,3,2017-03-17 15:20:34,499.99,internet,
167,3,2018-06-03 14:51:27,449.99100000000004,dealership,10
169,3,2016-08-07 22:25:09,399.992,dealership,2
169,8,2018-05-06 12:00:22,559.9920000000001,internet,
169,3,2016-09-05 11:12:59,499.99,internet,
169,3,2018-10-29 03:57:36,499.99,internet,
172,3,2016-10-09 14:49:15,449.99100000000004,dealership,2
173,7,2017-12-05 06:16:54,599.99,internet,
173,7,2017-11-12 21:26:58,599.99,internet,
175,7,2018-06-16 19:41:00,599.99,internet,
176,8,2018-10-17 10:38:58,699.99,dealership,15
179,8,2018-06-15 03:43:45,699.99,internet,
179,3,2018-05-30 00:58:08,449.99100000000004,dealership,4
180,3,2017-01-28 12:43:08,399.992,dealership,18
182,3,2013-09-20 01:42:35,499.99,internet,
183,7,2018-12-27 18:23:56,599.99,internet,
183,12,2019-05-17 17:00:52,279.992,internet,
184,6,2018-05-30 16:18:26,65500,internet,
185,3,2015-08-04 12:53:34,499.99,dealership,16
186,3,2014-08-22 09:37:49,449.99100000000004,internet,
189,6,2016-01-25 14:29:25,58950,internet,
190,1,2011-04-30 14:30:37,399.99,internet,
190,8,2018-12-28 17:19:09,699.99,dealership,1
193,1,2012-01-06 21:07:49,359.99100000000004,internet,
195,8,2017-07-31 06:08:38,699.99,dealership,7
196,7,2017-01-23 19:50:16,599.99,dealership,7
196,7,2017-03-28 16:40:43,599.99,dealership,7
197,3,2015-09-25 18:18:11,499.99,internet,
198,3,2016-01-24 10:34:20,499.99,dealership,5
199,12,2019-05-12 17:48:12,349.99,internet,
200,3,2013-05-08 23:57:13,449.99100000000004,internet,
200,8,2017-06-19 21:08:37,629.991,internet,
203,1,2011-06-05 22:54:27,399.99,internet,
205,8,2018-10-21 10:50:38,699.99,dealership,11
206,3,2018-05-07 01:54:31,499.99,dealership,5
206,8,2018-07-28 08:11:47,559.9920000000001,dealership,5
207,10,2017-03-09 14:36:44,68600,internet,
207,3,2017-08-19 05:11:48,499.99,internet,
208,3,2014-08-07 02:01:28,449.99100000000004,internet,
208,5,2014-09-23 02:33:09,699.99,internet,
209,7,2018-07-15 23:54:40,599.99,dealership,18
209,3,2015-05-04 13:27:41,499.99,internet,
210,6,2017-10-20 19:15:40,58950,internet,
212,10,2019-04-14 11:41:17,85750,internet,
215,1,2010-08-28 18:31:32,399.99,internet,
217,8,2019-01-22 19:34:36,699.99,dealership,1
220,3,2015-10-04 23:10:44,499.99,internet,
220,4,2015-12-05 15:42:32,92000,internet,
221,3,2017-11-21 05:43:02,499.99,dealership,7
224,1,2011-07-03 12:46:07,399.99,internet,
225,8,2017-04-18 07:20:15,629.991,internet,
228,3,2013-09-18 08:53:58,449.99100000000004,internet,
228,8,2019-01-12 06:11:51,629.991,dealership,16
232,3,2015-05-16 13:50:53,499.99,dealership,5
232,3,2016-09-20 16:19:41,449.99100000000004,internet,
232,3,2018-01-12 19:53:21,499.99,internet,
233,3,2016-03-03 12:04:01,499.99,dealership,12
235,3,2018-04-03 07:31:28,499.99,internet,
235,3,2018-03-31 09:36:47,499.99,internet,
237,3,2018-08-25 02:36:57,499.99,internet,
240,3,2016-06-29 17:53:11,499.99,dealership,7
242,3,2014-11-08 01:17:05,399.992,internet,
243,3,2018-03-10 23:40:55,499.99,internet,
244,8,2018-02-07 01:43:51,699.99,dealership,16
244,7,2017-12-21 22:11:38,479.992,dealership,16
244,8,2018-04-20 01:00:40,559.9920000000001,dealership,16
245,3,2016-08-12 15:40:07,499.99,internet,
246,3,2016-07-25 23:38:42,499.99,dealership,6
250,3,2013-11-12 13:48:13,499.99,internet,
255,7,2018-10-28 14:41:00,599.99,internet,
261,1,2011-07-07 20:12:50,399.99,internet,
263,4,2015-07-15 15:33:32,115000,dealership,2
264,3,2014-08-27 06:20:44,499.99,dealership,7
266,3,2014-06-09 21:01:05,399.992,internet,
269,12,2019-03-03 10:53:05,349.99,dealership,7
271,4,2015-08-08 00:04:52,103500,internet,
271,3,2018-06-10 02:22:24,499.99,internet,
272,3,2014-03-25 07:31:33,499.99,internet,
272,3,2015-07-24 21:05:08,499.99,internet,
274,3,2017-01-16 02:48:59,399.992,internet,
275,7,2019-05-27 07:45:02,479.992,internet,
277,12,2019-05-27 19:28:18,349.99,internet,
278,7,2018-08-25 03:12:32,599.99,internet,
279,3,2017-08-19 14:06:32,449.99100000000004,internet,
281,8,2019-03-31 05:33:53,699.99,dealership,2
281,3,2015-10-23 16:04:58,499.99,dealership,2
283,3,2018-05-07 02:52:17,449.99100000000004,dealership,18
284,7,2017-06-19 21:12:07,599.99,internet,
285,7,2017-02-20 06:45:53,599.99,dealership,5
285,8,2019-02-14 03:35:14,699.99,dealership,5
285,3,2016-07-21 18:18:49,499.99,dealership,5
286,3,2018-10-23 08:22:59,499.99,dealership,10
286,12,2019-03-30 08:12:51,349.99,dealership,10
287,8,2017-07-21 11:11:11,699.99,internet,
287,7,2017-04-15 07:51:49,479.992,dealership,4
287,1,2010-10-30 21:29:00,399.99,internet,
287,3,2016-09-08 07:56:48,399.992,internet,
289,7,2017-05-09 14:20:04,539.991,dealership,7
290,3,2014-04-22 11:21:03,499.99,internet,
292,3,2015-08-10 05:25:10,499.99,internet,
294,7,2018-07-27 21:57:51,599.99,internet,
294,7,2018-01-08 21:48:27,599.99,dealership,6
295,1,2011-07-12 09:48:00,399.99,internet,
295,2,2011-03-12 17:12:37,799.99,internet,
299,3,2016-02-13 10:11:49,499.99,dealership,11
300,3,2018-03-10 14:41:58,499.99,dealership,7
301,7,2017-06-04 20:39:10,599.99,dealership,5
301,3,2015-11-05 05:14:08,449.99100000000004,dealership,5
302,5,2014-11-24 22:39:10,699.99,internet,
302,5,2014-08-09 02:26:04,699.99,internet,
305,3,2017-09-06 22:30:18,449.99100000000004,internet,
305,3,2017-08-22 09:27:20,499.99,dealership,11
305,8,2019-05-13 22:38:43,699.99,dealership,11
307,3,2018-11-19 01:35:26,499.99,internet,
308,3,2016-07-31 22:27:50,499.99,dealership,6
309,3,2016-10-18 04:25:28,499.99,internet,
311,1,2010-09-19 10:10:24,399.99,internet,
315,7,2017-05-27 03:33:41,599.99,dealership,1
316,7,2017-03-08 23:03:20,599.99,dealership,5
317,3,2014-12-02 04:46:12,399.992,internet,
318,5,2015-01-22 19:59:26,629.991,dealership,15
319,6,2016-12-13 19:33:48,65500,dealership,12
319,7,2017-01-29 04:46:09,479.992,dealership,12
320,7,2017-05-13 19:47:39,599.99,dealership,7
322,7,2018-08-08 16:30:29,599.99,dealership,2
323,3,2013-06-03 18:25:10,449.99100000000004,internet,
326,8,2018-07-27 19:20:24,559.9920000000001,dealership,5
327,7,2018-09-08 14:48:13,539.991,internet,
329,7,2017-08-25 09:58:13,599.99,dealership,19
330,3,2015-05-02 23:48:38,499.99,dealership,1
331,7,2019-05-21 20:03:21,539.991,dealership,4
332,8,2018-06-16 11:25:21,699.99,dealership,16
332,3,2017-01-18 11:32:06,499.99,dealership,16
334,7,2017-06-14 11:37:10,599.99,dealership,5
334,1,2011-06-03 13:28:51,359.99100000000004,internet,
335,8,2017-08-03 00:12:31,559.9920000000001,dealership,7
335,8,2017-05-25 02:33:15,629.991,dealership,7
336,3,2018-10-27 22:17:24,499.99,internet,
336,11,2019-05-15 18:34:24,85500,internet,
336,8,2018-09-29 02:55:39,699.99,dealership,10
338,3,2015-10-29 21:21:10,499.99,dealership,15
343,3,2014-09-19 06:40:32,449.99100000000004,dealership,15
344,3,2015-03-20 06:39:14,499.99,internet,
346,8,2017-07-24 18:56:31,559.9920000000001,internet,
346,5,2015-01-12 17:32:44,699.99,dealership,7
347,3,2015-06-02 22:10:15,499.99,dealership,1
347,7,2018-02-20 02:32:16,599.99,dealership,1
348,3,2016-09-24 08:09:58,499.99,dealership,18
350,7,2018-05-11 13:28:03,479.992,internet,
352,3,2017-11-24 06:41:10,399.992,dealership,7
352,7,2017-03-16 15:46:00,479.992,dealership,7
356,1,2012-06-05 04:24:06,399.99,internet,
357,3,2016-05-29 15:00:52,499.99,dealership,10
359,5,2014-06-27 07:03:16,699.99,internet,
362,7,2017-07-13 04:44:43,599.99,dealership,2
362,3,2017-08-01 22:27:20,399.992,dealership,2
364,3,2013-11-10 17:56:34,499.99,internet,
364,3,2013-07-03 17:04:48,499.99,internet,
366,8,2017-11-30 01:45:44,699.99,internet,
368,3,2016-08-05 01:20:01,499.99,internet,
369,7,2016-10-13 14:47:51,599.99,dealership,1
370,3,2016-07-02 19:10:31,499.99,internet,
370,8,2017-05-19 08:28:18,629.991,internet,
374,8,2017-08-14 20:11:49,699.99,dealership,1
376,7,2019-05-16 19:27:25,599.99,dealership,1
380,1,2010-10-13 17:18:48,399.99,internet,
380,3,2016-06-14 01:41:49,499.99,dealership,7
382,3,2016-06-10 19:33:01,499.99,dealership,3
383,5,2014-07-10 13:37:51,559.9920000000001,internet,
384,7,2016-11-06 22:38:24,539.991,internet,
384,3,2017-01-28 10:31:32,499.99,internet,
389,3,2016-03-04 03:31:19,449.99100000000004,dealership,6
391,8,2017-04-04 09:39:28,699.99,internet,
391,3,2017-09-10 21:24:04,449.99100000000004,dealership,10
391,6,2017-07-20 14:10:50,65500,internet,
393,3,2014-12-06 08:05:57,499.99,internet,
395,7,2017-10-02 03:26:58,599.99,internet,
396,7,2019-02-26 09:25:19,479.992,dealership,10
398,12,2019-05-19 00:57:21,349.99,internet,
400,8,2018-07-18 08:35:41,699.99,internet,
401,3,2018-05-06 04:35:44,399.992,dealership,11
401,8,2018-03-15 20:24:19,629.991,internet,
404,1,2011-12-02 01:57:13,359.99100000000004,internet,
404,3,2015-09-03 17:01:35,499.99,internet,
405,3,2018-08-20 22:33:09,499.99,internet,
406,1,2010-11-10 17:09:03,359.99100000000004,internet,
406,1,2010-10-05 16:00:48,319.992,internet,
407,7,2018-09-25 20:25:19,599.99,dealership,3
408,3,2016-10-24 08:48:09,499.99,internet,
408,8,2017-04-04 04:41:19,699.99,dealership,3
409,8,2018-08-26 09:38:26,629.991,internet,
411,3,2018-03-23 03:19:06,449.99100000000004,dealership,2
411,7,2018-07-31 02:29:47,599.99,dealership,2
411,12,2019-03-23 08:05:01,349.99,dealership,2
411,8,2018-02-15 08:17:13,699.99,dealership,2
412,3,2014-06-24 00:03:47,399.992,dealership,7
413,3,2015-12-20 06:29:35,499.99,internet,
413,3,2018-05-12 00:59:52,499.99,dealership,7
414,3,2016-07-06 18:46:09,499.99,dealership,10
414,7,2016-10-20 04:58:10,599.99,internet,
416,1,2010-11-24 23:24:33,399.99,internet,
417,3,2014-07-06 05:10:00,499.99,internet,
417,8,2018-09-14 15:00:47,629.991,internet,
418,7,2016-12-21 08:21:33,539.991,internet,
419,3,2016-04-02 21:47:12,499.99,dealership,3
421,3,2016-08-01 16:01:21,499.99,dealership,17
421,3,2018-02-08 06:06:58,499.99,internet,
